	RowNumber	StudentId	Rating	Geography	Gender	Age	Discussion	CurrentValue	AnnouncementsView	HasOtherActiveCourse	IsActiveMember	EstimatedValue	Target	Predictions - Succeed or Not	Predictions - Probability to Succeed education	Predictions - Succeed or Fail Desc
1864	1865	15805348	607	France	Male	45	7	123859.6	1	0	1	113051.57	0	0	0.22505648	Fail
1865	1866	15636608	760	France	Female	32	7	0.0	2	1	1	105969.05	0	0	0.026335096	Fail
1866	1867	15632611	559	France	Female	70	9	0.0	1	1	1	122996.76	0	0	0.09256208	Fail
1867	1868	15740200	715	France	Female	33	3	85227.84	1	1	1	68087.15	0	0	0.06559148	Fail
1868	1869	15574983	656	France	Male	36	8	97786.08	2	0	1	21478.36	0	0	0.029619044	Fail
1869	1870	15597945	652	Germany	Male	33	7	128135.99	1	1	0	158437.73	0	0	0.25591254	Fail
1870	1871	15782610	624	Spain	Male	33	6	0.0	2	0	0	76551.7	0	0	0.035342418	Fail
1871	1872	15735035	634	Spain	Male	36	2	85996.19	1	1	0	15887.68	0	0	0.14241046	Fail
1872	1873	15706629	850	Spain	Female	50	10	0.0	2	1	1	33741.84	0	0	0.12060014	Fail
1873	1874	15766722	659	Germany	Female	39	1	104502.11	1	1	0	20652.69	0	1	0.58316123	Succeed
1874	1875	15590304	529	Spain	Male	35	5	95772.97	1	1	1	112781.5	0	0	0.061505396	Fail
1875	1876	15763091	572	Spain	Male	31	5	98108.79	1	0	1	119996.95	0	0	0.042246114	Fail
1876	1877	15664790	640	Germany	Male	39	9	131607.28	4	0	1	6981.43	1	1	0.86593515	Succeed
1877	1878	15643666	770	Spain	Male	55	9	63127.41	2	1	0	185211.28	1	0	0.4635209	Fail
1878	1879	15641079	648	Spain	Male	35	7	0.0	2	1	1	78436.36	0	0	0.017806733	Fail
1879	1880	15768131	579	France	Male	31	9	0.0	1	0	1	139048.0	0	0	0.06535223	Fail
1880	1881	15811350	589	Germany	Female	36	9	140355.56	2	1	0	136329.96	0	0	0.17560212	Fail
1881	1882	15669958	530	Spain	Female	36	2	0.0	2	1	1	14721.8	0	0	0.043193176	Fail
1882	1883	15707150	831	France	Male	30	2	0.0	2	0	1	3430.38	0	0	0.016822666	Fail
1883	1884	15670638	790	Germany	Male	24	7	107418.27	1	0	1	160450.21	0	0	0.15190002	Fail
1884	1885	15713515	656	France	Male	35	6	0.0	2	1	0	1485.27	0	0	0.036930293	Fail
1885	1886	15663866	563	Spain	Male	32	6	0.0	2	1	1	19720.08	0	0	0.018555824	Fail
1886	1887	15566994	667	Spain	Male	39	7	167557.12	1	1	1	41183.02	0	0	0.073876336	Fail
1887	1888	15680954	613	Spain	Male	34	8	117300.02	1	1	0	139410.08	0	0	0.13658565	Fail
1888	1889	15663957	429	France	Male	60	7	0.0	2	1	1	163691.48	0	0	0.0903273	Fail
1889	1890	15716360	665	France	Female	23	9	143672.9	1	1	1	115147.33	0	0	0.07535624	Fail
1890	1891	15797005	731	France	Male	33	4	0.0	2	1	1	74945.11	0	0	0.014949874	Fail
1891	1892	15574819	584	France	Female	37	1	0.0	2	1	1	180363.56	0	0	0.042755187	Fail
1892	1893	15773523	634	Germany	Female	31	8	76798.92	1	0	0	196021.73	0	0	0.120185725	Fail
1893	1894	15802522	488	France	Male	34	3	0.0	2	1	1	125979.36	0	0	0.014902115	Fail
1894	1895	15783434	535	Spain	Female	49	7	115309.75	1	1	0	111421.77	0	1	0.63181484	Succeed
1895	1896	15649454	776	France	Female	29	7	178171.04	2	1	1	115818.51	0	0	0.047493614	Fail
1896	1897	15604624	850	Spain	Female	38	3	0.0	2	0	1	179360.76	0	0	0.041187327	Fail
1897	1898	15735464	673	Spain	Female	37	0	0.0	2	0	0	82351.06	0	0	0.09102037	Fail
1898	1899	15629114	850	Germany	Female	45	5	127258.79	1	1	1	192744.23	1	0	0.49601477	Fail
1899	1900	15806916	627	Spain	Female	30	6	0.0	1	1	1	113408.47	0	0	0.11181707	Fail
1900	1901	15755035	570	France	Female	33	8	0.0	1	1	1	124641.42	0	0	0.091395386	Fail
1901	1902	15781070	796	Spain	Male	67	5	0.0	2	0	1	54871.02	0	0	0.033994827	Fail
1902	1903	15622053	773	Spain	Female	33	10	0.0	1	1	1	98820.09	0	0	0.08693962	Fail
1903	1904	15705921	752	Spain	Male	36	2	0.0	2	1	1	45570.84	0	0	0.025026238	Fail
1904	1905	15677418	625	Spain	Female	69	1	107569.96	1	1	1	182336.45	0	0	0.18370622	Fail
1905	1906	15566879	535	Germany	Male	20	9	134874.4	1	1	1	118825.56	0	0	0.13071889	Fail
1906	1907	15608423	786	France	Female	29	4	0.0	2	1	0	103372.79	0	0	0.047285337	Fail
1907	1908	15810822	620	France	Female	67	3	0.0	2	1	1	43486.73	0	0	0.06829764	Fail
1908	1909	15627019	605	Spain	Female	48	6	0.0	2	1	1	40062.99	0	0	0.15473065	Fail
1909	1910	15773641	670	Spain	Female	32	3	0.0	2	1	0	46175.7	0	0	0.061988793	Fail
1910	1911	15811297	617	Spain	Male	42	0	70105.87	1	1	1	120830.73	0	0	0.22578602	Fail
1911	1912	15590642	595	France	Male	41	9	0.0	2	1	0	5967.09	0	0	0.07834689	Fail
1912	1913	15576680	687	Germany	Female	29	4	78939.15	1	1	0	122134.56	1	0	0.17485955	Fail
1913	1914	15750300	757	Germany	Male	30	6	105128.85	2	1	1	62972.13	0	0	0.052530967	Fail
1914	1915	15741590	746	Spain	Male	31	2	113836.27	1	1	1	174815.54	0	0	0.0641146	Fail
1915	1916	15769087	503	Spain	Male	25	7	0.0	1	0	1	192841.13	0	0	0.073823	Fail
1916	1917	15812234	543	Germany	Male	48	1	100900.5	1	0	0	33310.72	1	1	0.7850221	Succeed
1917	1918	15699808	428	Germany	Female	40	3	129248.11	2	1	0	72876.43	1	0	0.2750007	Fail
1918	1919	15744141	768	France	Female	28	3	109118.05	2	0	1	50911.41	0	0	0.041466326	Fail
1919	1920	15739894	618	France	Male	56	7	0.0	1	1	1	142400.27	1	0	0.3856274	Fail
1920	1921	15723756	591	France	Female	31	7	0.0	2	0	1	48778.46	0	0	0.02757011	Fail
1921	1922	15638391	658	France	Female	35	5	126397.66	1	0	0	156361.58	1	0	0.21953781	Fail
1922	1923	15805673	625	France	Male	36	9	108546.16	3	1	0	133807.77	1	1	0.6915078	Succeed
1923	1924	15629611	717	France	Male	36	2	148061.89	1	1	0	179128.69	1	0	0.16355251	Fail
1924	1925	15586279	667	France	Male	44	8	122277.87	1	1	1	91810.71	0	0	0.1598012	Fail
1925	1926	15757967	804	France	Male	24	3	0.0	2	1	0	173195.33	0	0	0.030755166	Fail
1926	1927	15716059	693	France	Male	31	1	0.0	2	0	1	182270.88	0	0	0.017619833	Fail
1927	1928	15647818	729	Germany	Male	36	8	152899.24	2	1	0	177130.33	0	0	0.09433913	Fail
1928	1929	15716645	484	Germany	Male	54	3	134388.11	1	0	0	49954.79	1	1	0.8154482	Succeed
1929	1930	15623827	632	Spain	Female	40	3	109740.62	1	1	0	141896.74	0	0	0.3105974	Fail
1930	1931	15627298	536	Germany	Male	23	6	92366.72	2	1	0	120661.71	0	0	0.057667512	Fail
1931	1932	15652729	573	France	Female	26	4	129109.02	1	0	0	149814.68	1	0	0.15327391	Fail
1932	1933	15587029	655	Spain	Female	56	5	0.0	2	1	1	41782.7	0	0	0.14844841	Fail
1933	1934	15815596	666	Germany	Male	74	7	105102.5	1	1	1	46172.47	0	0	0.09533821	Fail
1934	1935	15584966	726	Germany	Male	30	5	111375.32	2	1	0	2704.09	0	0	0.0819067	Fail
1935	1936	15799067	523	France	Male	39	3	0.0	2	1	0	6726.53	0	0	0.076713756	Fail
1936	1937	15810493	728	Germany	Female	33	9	150412.14	2	1	0	170764.08	0	0	0.11787108	Fail
1937	1938	15697915	701	France	Male	30	3	156660.72	2	1	0	45742.42	0	0	0.03845058	Fail
1938	1939	15594938	518	France	Male	38	3	90957.81	1	0	1	162304.59	0	0	0.10687182	Fail
1939	1940	15799746	739	France	Male	37	7	104960.46	1	0	1	80883.82	0	0	0.06727858	Fail
1940	1941	15659687	531	Germany	Female	31	7	117052.82	1	1	0	118508.09	1	0	0.33965218	Fail
1941	1942	15645992	452	Spain	Male	44	3	88915.85	1	1	0	69697.74	0	0	0.37695897	Fail
1942	1943	15651749	684	France	Male	45	6	148071.39	1	1	0	183575.01	0	0	0.39602485	Fail
1943	1944	15737301	728	Germany	Male	39	6	152182.83	1	0	0	161203.6	0	0	0.35166597	Fail
1944	1945	15687346	783	Spain	Male	39	9	0.0	2	1	0	143752.77	0	0	0.06359685	Fail
1945	1946	15607383	734	France	Male	22	5	130056.23	1	0	0	121894.31	1	0	0.103366144	Fail
1946	1947	15698357	648	Germany	Male	34	3	95039.73	2	1	1	147055.87	0	0	0.03527193	Fail
1947	1948	15657848	688	France	Male	52	1	0.0	2	1	1	172033.57	0	0	0.12817489	Fail
1948	1949	15569223	680	Spain	Male	35	9	0.0	2	0	0	143774.06	0	0	0.042859886	Fail
1949	1950	15681598	516	France	Female	43	2	112773.73	2	1	1	139366.58	0	0	0.121465564	Fail
1950	1951	15615492	680	France	Female	37	10	123806.28	1	1	0	81776.84	1	0	0.22501698	Fail
1951	1952	15589829	604	France	Male	53	8	144453.75	1	1	0	190998.96	1	1	0.70077974	Succeed
1952	1953	15781920	624	Germany	Male	27	9	94667.29	2	0	1	4470.52	0	0	0.031233644	Fail
1953	1954	15675226	623	France	Male	21	10	0.0	2	0	1	135851.3	0	0	0.01858178	Fail
1954	1955	15600770	624	Spain	Male	51	5	174397.21	2	1	1	172372.63	0	0	0.21141325	Fail
1955	1956	15779212	565	Germany	Female	58	3	108888.24	3	0	1	135875.51	1	1	0.9573991	Succeed
1956	1957	15605322	565	France	Male	55	4	118803.35	2	1	1	128124.7	1	0	0.16012053	Fail
1957	1958	15674958	710	France	Male	54	6	171137.62	1	1	1	167023.95	1	0	0.42426816	Fail
1958	1959	15737542	645	France	Male	42	6	0.0	1	0	0	149807.01	0	0	0.3865879	Fail
1959	1960	15780550	707	France	Male	33	8	136678.52	1	1	0	54290.62	0	0	0.10787222	Fail
1960	1961	15623683	655	Spain	Female	36	1	135515.76	1	1	0	86013.96	0	0	0.20484029	Fail
1961	1962	15668508	705	Spain	Female	24	5	177799.83	2	0	0	79886.06	0	0	0.13000415	Fail
1962	1963	15692452	358	Spain	Female	52	8	143542.36	3	1	0	141959.11	1	1	0.9918475	Succeed
1963	1964	15771175	578	Germany	Male	34	8	147487.23	2	1	0	66680.77	0	0	0.093492046	Fail
1964	1965	15738354	800	France	Female	40	5	97764.41	1	1	0	98640.15	1	0	0.24206297	Fail
1965	1966	15772279	612	France	Female	33	9	0.0	1	0	0	142797.5	1	0	0.24715972	Fail
1966	1967	15638499	681	Germany	Female	48	8	139480.18	1	1	1	163581.67	0	1	0.58849615	Succeed
1967	1968	15598124	559	Spain	Male	25	5	0.0	2	1	1	163221.22	0	0	0.017130893	Fail
1968	1969	15693504	488	Spain	Female	39	9	140553.46	1	0	0	12440.44	0	0	0.22575116	Fail
1969	1970	15671966	717	France	Female	36	5	0.0	2	1	1	145551.6	0	0	0.04167593	Fail
1970	1971	15762304	666	France	Female	41	10	141162.08	1	1	0	50908.48	0	0	0.36771736	Fail
1971	1972	15780990	582	Spain	Male	26	4	65848.36	2	1	0	30149.21	0	0	0.06024705	Fail
1972	1973	15700210	733	Spain	Female	30	0	83319.28	1	0	0	57769.2	0	0	0.19826153	Fail
1973	1974	15635764	693	France	Male	41	4	0.0	2	0	0	156381.47	0	0	0.07748428	Fail
1974	1975	15679319	694	France	Female	33	4	129731.64	2	1	0	178123.86	0	0	0.08391175	Fail
1975	1976	15591422	622	France	Female	35	5	0.0	2	1	0	51112.8	0	0	0.07116243	Fail
1976	1977	15694228	598	Spain	Female	38	6	0.0	2	0	0	173783.38	0	0	0.11463375	Fail
1977	1978	15585937	717	Spain	Male	35	1	0.0	3	0	0	174770.14	1	1	0.6206996	Succeed
1978	1979	15792365	494	Germany	Male	37	5	107106.33	2	1	0	172063.09	0	0	0.11935399	Fail
1979	1980	15635633	644	France	Male	33	8	0.0	2	1	1	155294.17	0	0	0.016120834	Fail
1980	1981	15775916	554	France	Female	30	9	0.0	2	1	1	40320.3	0	0	0.026242558	Fail
1981	1982	15630949	476	Spain	Female	69	1	105303.73	1	0	1	134260.34	0	0	0.2180855	Fail
1982	1983	15756716	667	France	Male	28	6	165798.1	1	1	0	147090.9	0	0	0.10995065	Fail
1983	1984	15587949	748	Spain	Female	40	4	0.0	2	1	0	132368.47	0	0	0.1130685	Fail
1984	1985	15737641	531	Spain	Female	45	1	126495.57	2	1	1	164741.5	0	0	0.16254044	Fail
1985	1986	15627912	719	Spain	Female	47	9	116393.59	1	1	0	63051.32	1	1	0.55685157	Succeed
1986	1987	15772637	845	Germany	Female	41	2	81733.74	2	0	0	199761.29	0	0	0.1112564	Fail
1987	1988	15758642	738	France	Male	54	4	0.0	1	0	1	55725.04	1	0	0.39990413	Fail
1988	1989	15657143	563	Spain	Female	46	8	106171.68	1	1	0	163145.5	1	1	0.5954154	Succeed
1989	1990	15622490	695	Spain	Male	28	0	96020.86	1	1	1	57992.49	0	0	0.04638968	Fail
1990	1991	15775839	841	Spain	Male	41	1	0.0	2	0	1	193093.77	0	0	0.038985383	Fail
1991	1992	15570895	626	Germany	Male	36	2	181671.16	2	1	1	57531.14	0	0	0.038458437	Fail
1992	1993	15748417	613	France	Female	29	6	185709.28	2	1	1	77242.19	0	0	0.055500526	Fail
1993	1994	15787225	824	Germany	Male	60	8	134250.17	3	0	0	153046.16	1	1	0.9609208	Succeed
1994	1995	15666091	705	France	Female	49	7	0.0	1	1	0	63405.2	1	1	0.67207813	Succeed
1995	1996	15617684	584	France	Female	44	5	95671.75	2	1	1	106564.88	0	0	0.13251668	Fail
1996	1997	15755714	534	France	Male	62	2	0.0	2	0	0	42763.12	1	0	0.23950864	Fail
1997	1998	15624817	672	France	Female	34	1	142151.75	2	1	1	168753.34	0	0	0.029960338	Fail
1998	1999	15779533	603	France	Male	43	5	127823.93	1	1	1	19483.35	0	0	0.17972417	Fail
1999	2000	15567435	633	Germany	Male	43	3	144164.29	1	1	1	158646.46	0	0	0.35614878	Fail
2000	2001	15613692	842	France	Male	58	1	63492.94	1	1	1	83172.19	0	0	0.27294824	Fail
2001	2002	15734347	661	France	Female	27	3	0.0	2	1	1	76889.79	0	0	0.023781762	Fail
2002	2003	15657250	601	France	Male	74	2	0.0	2	0	1	51554.58	0	0	0.013003612	Fail
2003	2004	15799386	632	France	Male	41	0	106134.46	1	0	1	105570.39	0	0	0.14030816	Fail
2004	2005	15730006	684	Germany	Male	29	8	127269.75	1	0	1	79495.01	0	0	0.113311216	Fail
2005	2006	15725871	785	Germany	Female	32	3	124493.03	2	0	1	52583.79	1	0	0.089188114	Fail
2006	2007	15745579	687	France	Male	39	7	0.0	2	1	0	26848.25	0	0	0.068559125	Fail
2007	2008	15727420	705	Germany	Female	43	10	146547.78	1	0	1	10072.55	1	0	0.42841047	Fail
2008	2009	15666952	639	France	Male	43	6	99610.92	2	1	0	187296.78	0	0	0.12919948	Fail
2009	2010	15732953	729	Germany	Male	46	5	117837.43	1	1	0	104016.61	1	1	0.717056	Succeed
2010	2011	15612086	556	Spain	Female	48	8	168522.37	1	1	1	151310.16	0	0	0.3827189	Fail
2011	2012	15726303	570	France	Male	32	9	117337.54	2	0	1	62810.91	0	0	0.02502409	Fail
2012	2013	15780160	841	France	Male	74	9	108131.53	1	0	1	60830.38	0	0	0.036430594	Fail
2013	2014	15742274	705	Germany	Male	35	4	136496.12	2	1	0	116672.02	0	0	0.10133018	Fail
2014	2015	15679060	553	France	Male	32	3	116324.53	1	1	0	77304.49	0	0	0.097483255	Fail
2015	2016	15715333	779	Germany	Female	40	2	75470.23	1	1	1	52894.01	0	0	0.24701652	Fail
2016	2017	15633648	696	France	Male	28	4	172646.82	1	1	1	116471.43	0	0	0.06368105	Fail
2017	2018	15602965	728	Spain	Female	37	4	0.0	1	0	0	4539.38	0	0	0.3030072	Fail
2018	2019	15696739	691	Germany	Male	27	3	160358.68	2	1	0	142367.72	0	0	0.05017884	Fail
2019	2020	15756704	706	France	Male	30	3	98415.37	1	1	1	110520.48	0	0	0.036253862	Fail
2020	2021	15565815	627	Germany	Female	30	6	57809.32	1	1	0	188258.49	0	0	0.16619651	Fail
2021	2022	15795555	716	Germany	Female	18	3	128743.8	1	0	0	197322.13	0	0	0.22314486	Fail
2022	2023	15761513	501	Germany	Male	24	4	130806.42	2	1	0	80241.14	0	0	0.06893965	Fail
2023	2024	15731926	601	France	Male	41	1	123971.16	1	0	1	172814.99	0	0	0.15312192	Fail
2024	2025	15633079	545	Spain	Female	39	6	0.0	1	0	0	38410.74	1	0	0.3517115	Fail
2025	2026	15752989	634	France	Male	45	9	0.0	2	0	0	17622.82	0	0	0.14440714	Fail
2026	2027	15603124	451	Spain	Female	23	9	0.0	2	0	1	48021.71	0	0	0.03437808	Fail
2027	2028	15606649	655	France	Female	59	7	0.0	1	1	0	88958.49	1	1	0.7097439	Succeed
2028	2029	15635975	458	France	Female	39	9	0.0	2	1	0	116343.09	0	0	0.12580156	Fail
2029	2030	15666079	520	France	Male	33	4	156297.58	2	1	1	166102.61	0	0	0.024464633	Fail
2030	2031	15746226	624	Spain	Female	28	2	0.0	2	0	1	104353.26	0	0	0.032827206	Fail
2031	2032	15591393	765	France	Male	51	3	123372.3	1	1	1	115429.32	0	0	0.3122202	Fail
2032	2033	15658752	667	Germany	Female	37	5	92171.35	3	1	0	178106.34	1	1	0.827576	Succeed
2033	2034	15679945	665	Spain	Male	41	8	0.0	2	1	0	132152.32	0	0	0.08529845	Fail
2034	2035	15634298	709	Germany	Male	34	4	148375.19	2	1	1	21521.38	0	0	0.047973085	Fail
2035	2036	15799861	583	France	Female	44	8	0.0	2	1	1	27431.62	0	0	0.09489075	Fail
2036	2037	15756911	782	Spain	Male	34	6	147422.44	1	0	1	42143.61	0	0	0.064586766	Fail
2037	2038	15678182	668	Spain	Female	24	7	173962.32	1	0	0	106457.11	1	0	0.24702583	Fail
2038	2039	15710779	621	France	Male	47	0	0.0	1	1	1	133831.37	1	0	0.3612345	Fail
2039	2040	15595867	579	Germany	Female	64	6	145215.43	1	1	1	164083.72	0	0	0.40969995	Fail
2040	2041	15626720	547	France	Female	38	5	167539.97	1	0	1	159207.34	0	0	0.16951583	Fail
2041	2042	15709882	840	France	Female	39	1	94968.97	1	1	0	84487.62	0	0	0.27574006	Fail
2042	2043	15635495	667	Germany	Female	27	3	106116.5	2	1	0	3674.71	0	0	0.124779165	Fail
2043	2044	15642580	723	France	Male	34	5	0.0	2	0	1	12092.03	0	0	0.01959259	Fail
2044	2045	15566530	487	France	Male	45	2	0.0	2	1	0	77475.73	0	0	0.14153017	Fail
2045	2046	15655274	668	France	Female	31	9	0.0	2	0	0	41291.73	0	0	0.047798708	Fail
2046	2047	15733465	520	Germany	Male	34	8	120018.86	2	1	1	343.38	0	0	0.0616302	Fail
2047	2048	15814572	549	France	Male	37	2	112541.54	2	0	0	47432.43	0	0	0.06832994	Fail
2048	2049	15771738	567	France	Female	35	5	166118.45	2	1	0	127827.18	0	0	0.094531424	Fail
2049	2050	15723044	720	France	Female	45	1	102882.4	2	1	1	35633.15	1	0	0.13495481	Fail
2050	2051	15797196	492	France	Female	49	8	0.0	1	1	1	182865.09	1	1	0.5489132	Succeed
2051	2052	15792258	712	France	Female	37	1	106881.5	2	0	0	169386.81	0	0	0.11504769	Fail
2052	2053	15644801	689	Germany	Male	26	4	120727.97	1	0	1	149073.88	0	0	0.12791282	Fail
2053	2054	15610722	850	France	Male	63	8	169832.57	1	0	0	184107.26	1	1	0.64545333	Succeed
2054	2055	15730904	747	France	Male	41	5	0.0	2	1	1	22750.17	0	0	0.038349766	Fail
2055	2056	15706027	469	Germany	Male	38	9	113599.42	1	0	0	11950.29	0	0	0.4456802	Fail
2056	2057	15577114	539	Spain	Male	38	6	0.0	1	1	1	152880.07	1	0	0.12708375	Fail
2057	2058	15679586	743	France	Male	32	9	0.0	2	1	0	175252.78	0	0	0.031714737	Fail
2058	2059	15787691	707	France	Male	47	3	0.0	2	1	0	174303.29	0	0	0.20669334	Fail
2059	2060	15668117	581	Spain	Female	50	4	0.0	2	1	1	80701.72	0	0	0.16814062	Fail
2060	2061	15748016	737	Spain	Male	38	6	146282.79	2	1	0	198516.2	0	0	0.062043294	Fail
2061	2062	15710331	445	Germany	Female	38	6	119413.62	2	1	0	175756.36	0	0	0.2818786	Fail
2062	2063	15724479	703	Germany	Female	29	3	122084.63	1	0	1	82824.08	0	0	0.16919686	Fail
2063	2064	15571341	588	Germany	Female	35	1	103060.63	1	1	0	179866.01	1	0	0.4336408	Fail
2064	2065	15569539	765	France	Male	44	6	0.0	2	1	1	159899.97	0	0	0.060689636	Fail
2065	2066	15581876	626	France	Male	33	8	0.0	2	1	0	138504.28	0	0	0.032514676	Fail
2066	2067	15772298	545	Germany	Male	37	9	110483.86	1	1	1	127394.67	0	0	0.23545669	Fail
2067	2068	15767830	744	France	Male	31	9	120718.28	1	1	1	58961.49	0	0	0.04610615	Fail
2068	2069	15629374	658	Spain	Female	31	2	36566.96	1	1	0	103644.98	1	0	0.21774134	Fail
2069	2070	15790415	629	Germany	Male	28	8	108601.0	1	1	1	119647.7	0	0	0.14216572	Fail
2070	2071	15750720	719	France	Female	42	4	0.0	1	1	0	28465.86	1	0	0.47875276	Fail
2071	2072	15697250	686	Spain	Female	36	5	0.0	2	1	1	152979.14	0	0	0.04495708	Fail
2072	2073	15711051	743	France	Male	36	4	0.0	2	1	1	190911.02	0	0	0.023912432	Fail
2073	2074	15573345	626	Spain	Female	48	2	0.0	2	1	1	95794.98	0	0	0.15170413	Fail
2074	2075	15805339	661	Germany	Male	44	1	141136.62	1	1	0	189742.78	1	1	0.6442771	Succeed
2075	2076	15741421	710	Germany	Male	45	9	108231.37	1	1	1	188574.08	0	1	0.50359684	Succeed
2076	2077	15780290	654	France	Male	40	6	0.0	1	0	0	183872.88	1	0	0.28823757	Fail
2077	2078	15744879	569	Spain	Female	34	6	144855.34	1	0	0	196555.32	0	0	0.1436693	Fail
2078	2079	15815662	640	France	Male	63	2	68432.45	2	1	1	112503.24	1	0	0.107223384	Fail
2079	2080	15784772	562	France	Male	45	6	136855.24	1	1	0	46864.0	0	0	0.41852078	Fail
2080	2081	15813448	721	France	Female	55	3	44020.89	1	1	0	65864.4	1	1	0.8188118	Succeed
2081	2082	15809179	456	Germany	Male	32	9	133060.63	1	1	1	125167.92	0	0	0.12725359	Fail
2082	2083	15617653	811	Spain	Male	39	7	0.0	2	1	1	177519.39	0	0	0.027675988	Fail
2083	2084	15779774	534	France	Male	24	1	0.0	1	1	1	169653.32	0	0	0.07608251	Fail
2084	2085	15668705	423	France	Female	36	5	97665.61	1	1	0	118372.55	1	0	0.21941794	Fail
2085	2086	15687513	594	Germany	Male	28	5	185013.02	1	1	0	16481.12	0	0	0.1552602	Fail
2086	2087	15578944	725	Spain	Female	32	0	0.0	2	1	1	138525.19	0	0	0.03405017	Fail
2087	2088	15687694	716	France	Female	52	7	65971.61	2	1	0	14608.0	1	1	0.57817996	Succeed
2088	2089	15615056	595	Germany	Female	41	9	150463.11	2	0	1	81548.38	0	0	0.1346696	Fail
2089	2090	15608922	679	France	Female	33	1	0.0	2	0	0	69608.48	0	0	0.050874103	Fail
2090	2091	15602587	667	Spain	Male	39	9	0.0	2	1	0	68873.8	0	0	0.063682474	Fail
2091	2092	15672981	661	France	Female	37	5	136425.18	1	1	0	81102.81	0	0	0.20799485	Fail
2092	2093	15757444	655	Spain	Male	38	3	250898.09	3	0	1	81054.0	1	1	0.81155497	Succeed
2093	2094	15806168	555	France	Male	55	4	146798.81	1	1	1	74149.77	0	0	0.2974026	Fail
2094	2095	15813058	531	Spain	Male	70	1	0.0	2	0	0	99503.19	0	0	0.06784014	Fail
2095	2096	15673614	611	Germany	Female	40	7	128486.91	2	1	0	10109.47	0	0	0.21584302	Fail
2096	2097	15757952	600	France	Female	38	9	0.0	2	1	1	58855.85	0	0	0.06115792	Fail
2097	2098	15689204	531	Spain	Male	37	1	143407.29	2	0	1	84402.46	0	0	0.03708747	Fail
2098	2099	15769252	601	France	Female	43	2	0.0	1	1	0	49713.87	1	0	0.48542678	Fail
2099	2100	15593331	548	France	Male	57	6	76165.65	1	1	1	133537.53	0	0	0.26439145	Fail
2100	2101	15804850	759	France	Male	40	4	0.0	2	1	0	124615.59	0	0	0.0632717	Fail
2101	2102	15778970	678	Spain	Female	49	8	0.0	2	0	1	98090.69	0	0	0.14274344	Fail
2102	2103	15802387	755	Germany	Female	33	6	90560.3	2	1	1	42607.69	0	0	0.064310975	Fail
2103	2104	15630277	594	France	Male	61	3	62391.22	1	1	1	192434.11	0	0	0.31530246	Fail
2104	2105	15719597	768	France	Male	42	5	0.0	3	0	0	60686.4	0	1	0.69696355	Succeed
2105	2106	15615132	492	France	Female	31	7	0.0	2	1	1	49463.44	0	0	0.02494672	Fail
2106	2107	15659967	637	Germany	Female	55	1	123378.2	1	1	0	81431.99	1	1	0.8782519	Succeed
2107	2108	15714622	646	Spain	Female	42	3	99836.47	1	0	1	22909.56	0	0	0.2254741	Fail
2108	2109	15634985	593	Germany	Male	74	5	161434.36	2	1	1	65532.17	0	0	0.016878476	Fail
2109	2110	15589260	596	Spain	Male	41	5	0.0	2	0	1	141053.85	0	0	0.047495987	Fail
2110	2111	15796026	722	Germany	Female	48	10	138311.76	1	1	1	3472.63	1	1	0.5821857	Succeed
2111	2112	15603252	642	France	Male	25	7	0.0	2	1	0	102083.78	0	0	0.02432232	Fail
2112	2113	15631237	472	Spain	Female	28	4	0.0	2	1	0	1801.77	0	0	0.064107515	Fail
2113	2114	15686291	738	Germany	Male	35	6	101744.84	1	0	0	85185.44	0	0	0.2816643	Fail
2114	2115	15746630	732	Spain	Male	33	8	0.0	1	1	0	119882.7	0	0	0.14987844	Fail
2115	2116	15718929	404	Germany	Female	54	4	125456.07	1	1	0	83715.66	1	1	0.9654879	Succeed
2116	2117	15671645	701	France	Male	44	7	0.0	2	1	0	23425.78	0	0	0.11444347	Fail
2117	2118	15652576	683	France	Male	31	2	0.0	2	0	1	77326.78	0	0	0.013891622	Fail
2118	2119	15774893	460	France	Female	27	7	0.0	2	1	0	156150.08	1	0	0.051992375	Fail
2119	2120	15791872	690	France	Male	29	5	0.0	2	1	0	108577.97	0	0	0.031822637	Fail
2120	2121	15651590	618	Germany	Female	54	4	118449.21	1	1	1	133573.29	1	1	0.6794594	Succeed
2121	2122	15583612	671	France	Male	30	2	0.0	1	0	1	102057.86	0	0	0.06012377	Fail
2122	2123	15732776	765	Spain	Female	32	9	178095.55	1	0	0	47247.56	0	0	0.25927666	Fail
2123	2124	15723356	651	Germany	Female	25	2	109175.14	2	1	0	114566.47	0	0	0.12247951	Fail
2124	2125	15603887	704	France	Male	32	7	127785.17	4	0	0	184464.7	1	1	0.6913771	Succeed
2125	2126	15777959	544	France	Female	45	6	0.0	2	0	1	151401.33	0	0	0.1327155	Fail
2126	2127	15735755	790	France	Female	40	9	0.0	2	1	1	70607.1	0	0	0.055742722	Fail
2127	2128	15703518	710	Germany	Male	34	9	134260.36	2	1	0	147074.67	0	0	0.09605011	Fail
2128	2129	15605871	743	France	Male	37	8	69143.91	2	0	1	105780.18	0	0	0.047992416	Fail
2129	2130	15664917	702	France	Male	34	4	100054.77	1	1	0	109496.45	0	0	0.089879304	Fail
2130	2131	15757604	704	France	Female	45	6	0.0	1	1	1	137739.45	0	0	0.31577662	Fail
2131	2132	15792696	614	France	Male	38	2	116248.88	1	1	0	105140.92	0	0	0.17288265	Fail
